Unnamed: 0,A,CH,CR,J,LAW,LTD,PINC,TER,USE,document,document_ID,label,text,TER_targets,LTD_targets,A_targets,CH_targets,CR_targets
14103,0,0,0,0,0,0,0,0,0,Grindr,70,0,"if you have benefitted from a free trial , the cancellation period will expire ten -lrb- 10 -rrb- days from the beginning of your free trial .",,,,,
14104,0,0,0,0,0,0,0,0,0,Grindr,70,0,"to exercise the right to cancel your grindr premium services during the ten -lrb- 10 -rrb- day cancellation period , you must inform us at help@grindr.com of your decision to cancel by a clear statement .",,,,,
14105,0,0,0,0,0,0,0,0,0,Grindr,70,0,we will communicate to you an acknowledgment of receipt of such cancellation by email without delay .,,,,,
14106,0,0,0,0,0,0,0,0,0,Grindr,70,0,"to meet the cancellation deadline , it is sufficient for you to send your communication concerning your exercise of the right to cancel before the cancellation period has expired .",,,,,
14107,0,0,0,0,0,0,0,0,0,Grindr,70,0,there are no separate cancellation fees but there are no refunds except as provided herein .,,,,,
14108,0,0,0,0,0,0,0,0,0,Grindr,70,0,we will refund you a pro-rata amount of the premium services fee for the unused period of your premium services .,,,,,
14109,0,0,0,0,0,0,0,0,0,Grindr,70,0,"you will still be required to pay a premium service fee for the period of your premium services until you communicated to us your cancellation -lrb- excluding any free trial period where no payment was taken -rrb- , and we will therefore not refund you for that portion of your premium services .",,,,,
14110,0,0,0,0,0,0,0,0,0,Grindr,70,0,we will make the refund without undue delay .,,,,,
14111,0,0,0,0,0,0,0,0,0,Grindr,70,0,"we will issue the refund using the same means of payment as you used for the initial transaction , unless you have expressly agreed otherwise .",,,,,
14112,0,0,0,0,0,0,0,0,0,Grindr,70,0,"if you are a resident of argentina , the notice and takedown policy in section 22 will not apply to you .",,,,,
14113,0,0,0,0,0,0,0,0,0,Grindr,70,0,"instead , in case you believe that any content hosted on any grindr service produces damage to you and could be considered as manifestly illegal , then you may submit a notification to grindr indicating the content in question and providing documentation that proves your identity as well as detailing the damage caused by the content .",,,,,
14114,0,0,0,0,0,0,0,0,0,Grindr,70,0,"grindr will analyze the claim and if the content is manifestly illegal -lrb- i.e. child pornography , data that facilities the commission of a crime , crime or racism references , etc. -rrb- , then grindr will proceed with its takedown .",,,,,
14115,0,0,0,0,0,0,0,0,0,Grindr,70,0,any other content that causes damage but can not be considered as manifestly illegal shall not be taken down by grindr unless you provide a judicial notification ordering the takedown of the content in question .,,,,,
14116,0,0,0,0,0,0,0,0,0,Grindr,70,0,notifications of any sort for these purposes shall be delivered to legal@grindr.com .,,,,,
14117,0,0,0,0,0,0,0,0,0,Grindr,70,0,"the following terms apply to you , and supersede conflicting terms in this agreement , if you are a brazilian resident to the extent required by applicable law :",,,,,
14118,0,0,0,0,0,0,0,0,0,Grindr,70,0,you have the right to cancel your grindr services within seven -lrb- 7 -rrb- calendar days without giving any reason .,,,,,
14119,0,0,0,0,0,0,0,0,0,Grindr,70,0,the cancellation period will expire after seven -lrb- 7 -rrb- calendar days from your purchase of the grindr services .,,,,,
14120,0,0,0,0,0,0,0,0,0,Grindr,70,0,"to exercise the right to cancel your grindr services during the seven -lrb- 7 -rrb- day cancellation period , you must inform us at legal@grindr.com of your decision to cancel by a clear statement .",,,,,
14121,0,0,0,0,0,0,0,0,0,Grindr,70,0,we will communicate to you an acknowledgment of receipt of such cancellation by email without delay .,,,,,
14122,0,0,0,0,0,0,0,0,0,Grindr,70,0,"to meet the cancellation deadline , it is sufficient for you to send your communication concerning your exercise of the right to cancel before the cancellation period has expired .",,,,,
14123,0,0,0,0,0,0,0,0,0,Grindr,70,0,we will refund any and all amount paid by you .,,,,,
14124,0,0,0,0,0,0,0,0,0,Grindr,70,0,we will make the refund without undue delay and within the shortest timeframe possible after the day on which we are informed about your decision to cancel .,,,,,
14125,0,0,0,0,0,0,0,0,0,Grindr,70,0,"we will issue the refund using the same means of payment as you used for the initial transaction , unless you have expressly agreed otherwise .",,,,,
14126,0,0,0,0,0,0,0,0,0,Grindr,70,0,arbitration will not apply to you .,,,,,
14127,0,0,0,0,0,0,0,0,0,Grindr,70,0,any dispute procedure deriving from this agreement will be resolved by a competent court of the relevant user 's address .,,,,,
14128,0,0,0,0,0,0,0,0,0,Grindr,70,0,notice to remove sensitive or private content .,,,,,
14129,0,0,1,0,0,0,0,0,0,Grindr,70,1,"in case of any unauthorized disclosure of your images , videos , pictures or any other material of yours containing nudity or sexual private content , grindr undertakes to take all necessary measures , to the extent applicable to our technical services , in order to remove the referred content in a diligent manner and in the shortest timeframe possible , provided that you notify us of the relevant infringement by identifying and specifying the infringing content .",,,,,[3]
14130,0,0,0,0,0,0,0,0,0,Grindr,70,0,"also , in the event you are exposed to inaccurate , offensive , indecent or objectionable content of other users , you may notify us of such content , so that we may take the appropriate measures in order to remove it , to the extent applicable .",,,,,
14131,0,0,0,0,0,0,0,0,0,Grindr,70,0,"you and we agree that brazilian law will also apply to this agreement , especially with respect to rights of privacy , protection of personal data , and secrecy of private communications and of logs .",,,,,
14132,0,0,0,0,0,0,0,0,0,Grindr,70,0,you and we agree to comply with all applicable brazilian law .,,,,,
14133,0,0,0,0,0,0,0,0,0,Grindr,70,0,retention of records of your account .,,,,,
14134,0,0,0,0,0,0,0,0,0,Grindr,70,0,"we will keep the application logs under confidentiality , in a controlled and safe environment , for six -lrb- 6 -rrb- months from your subscription date , pursuant to applicable brazilian law.we reserve the right to disclose the application logs and/or any other records of your account , including private communications , in order to comply with court orders .",,,,,
14135,0,0,0,0,0,0,0,0,0,Grindr,70,0,"anytime that we decide to charge you for a portion or for the whole of grindr services , a message will be displayed on your mobile screen , so that you may either -lrb- i -rrb- approve the relevant service and corresponding fees , in which case you will be requested to provide your credit card details ; or -lrb- ii -rrb- deny the relevant service and continue using the portion of the grindr services that is free of charge .",,,,,
14136,0,0,0,0,0,0,0,0,0,Grindr,70,0,"the provisions related to limitation of liability established under this agreement may , as a general rule , not apply to you , as the obligation to indemnify is a rule of public order in brazil .",,,,,
14137,0,0,0,0,0,0,0,0,0,Grindr,70,0,"you and we are aware that brazilian law does not allow indemnification for indirect damages , but solely the effective losses and the loss of profits directly and immediately caused by it .",,,,,
14138,0,0,0,0,0,0,0,0,0,Grindr,70,0,statute of limitations for your claims .,,,,,
14139,0,0,0,0,0,0,0,0,0,Grindr,70,0,"the provisions of this agreement related to statute of limitations may not apply to you , if the applicable brazilian law establishes a different or specific statute of limitations for a certain claim .",,,,,
14140,0,0,0,0,0,0,0,0,0,Grindr,70,0,"in this case , you will be subject to the specific statute of limitations stipulated under the applicable brazilian law .",,,,,
14141,0,0,0,0,0,0,0,0,0,Grindr,70,0,"we reserve the right to modify , at our sole discretion , any of the provisions contemplated in this agreement at any time and for any reason whatsoever , regardless of your previous approval .",,,,,
14142,0,0,0,0,0,0,0,0,0,Grindr,70,0,you will be notified of such modifications .,,,,,
14143,0,0,0,0,0,0,0,0,0,Grindr,70,0,"effective date : the earlier of july 1 , 2018 , or user acceptance .",,,,,
14304,0,0,0,0,0,0,0,0,0,Masquerade,72,0,"effective date : june 28 , 2016",,,,,
14305,0,0,0,0,0,0,0,0,0,Masquerade,72,0,"masquerade technologies , inc. -lrb- `` masquerade , '' `` we '' or `` us '' -rrb- offer services such as the masquerade app -lrb- the `` app '' -rrb- that enable people to use filters and masks -lrb- `` masks '' -rrb- for a range of activities , like photo and video editing , and sharing .",,,,,
14306,0,0,0,0,0,0,0,0,0,Masquerade,72,0,"these terms of service -lrb- these `` terms '' -rrb- govern your use of the app , our website -lrb- http://msqrd.me/ or the `` site '' -rrb- and other features , functionality , products , and services we offer or make available -lrb- collectively , the `` services '' -rrb- .",,,,,
14307,0,0,0,0,0,0,0,0,1,Masquerade,72,1,"by using our services , you agree to be bound by these terms .",,,,,
14308,0,0,0,0,0,0,0,0,0,Masquerade,72,0,"we may also provide notice of or ask you to accept supplemental terms relating to specific products or services , which are incorporated into these terms by this reference .",,,,,
14309,0,0,0,0,0,0,0,0,0,Masquerade,72,0,"if such supplemental terms conflict with these terms , the supplemental terms will govern solely with respect to your use of the associated product or service and to the extent of the conflict .",,,,,
14310,1,0,0,0,0,0,0,0,0,Masquerade,72,1,"if you are a masquerade user located in the united states or canada , our terms contain a binding arbitration provision , which states that , except if you opt out and except for certain types of disputes , masquerade and you agree to resolve all disputes through binding individual arbitration , which means that you waive your right to participate in class actions , class arbitrations , or representative actions .",,,"[0, 4, 1]",,
14311,0,0,0,0,0,0,0,0,0,Masquerade,72,0,please read the `` special arbitration provision for united states or canada users '' section below to learn more .,,,,,
14312,0,0,0,0,0,0,0,0,0,Masquerade,72,0,you must be at least 13 years old to use our services -lrb- or such greater age required in your country for you to be authorized to use our services without parental approval -rrb- .,,,,,
14313,0,0,0,0,0,0,0,0,0,Masquerade,72,0,"in addition to being the minimum age required to use our services under applicable law , if you are not old enough to have authority to agree to our terms in your country , your parent or guardian must agree to our terms on your behalf .",,,,,
14314,0,0,0,0,0,0,0,0,0,Masquerade,72,0,"when you use our services , you may have the option , or be required , to register for an account .",,,,,
14315,0,0,0,0,0,0,0,0,0,Masquerade,72,0,"when you create an account , you agree to provide accurate , up to date information as required for the account registration .",,,,,
14316,0,0,0,0,0,0,0,0,0,Masquerade,72,0,"you also agree that you will not use , or attempt to use , another user 's account without authorization from such user .",,,,,
14317,0,1,0,0,0,0,0,1,0,Masquerade,72,1,"masquerade reserves the right to change , suspend , remove , discontinue , impose limits on , or disable access to the services or any portions thereof or your use thereof .",[2],,,[0],
14318,0,0,0,0,0,0,0,0,0,Masquerade,72,0,"for example , we may need to do so in connection with an update to our services , like to bring you the most up-to-date and innovative features , or to address a legal or safety concern .",,,,,
14319,0,0,0,0,0,0,0,0,0,Masquerade,72,0,"for as long as you use our services , you consent to downloading and installing updates to our services , including automatically .",,,,,
14320,0,0,0,0,0,0,0,0,0,Masquerade,72,0,"we currently provide our services for free , but please be aware that when you use our services you are responsible for your carrier 's rates and fees , such as text messaging and data charges , which apply .",,,,,
14321,0,0,0,0,0,0,0,0,0,Masquerade,72,0,we do not guarantee that the services -lrb- including the app -rrb- can be used on any particular device or with any particular service plan .,,,,,
14322,0,0,0,0,0,0,0,0,0,Masquerade,72,0,"masquerade 's privacy policy describes our information practices , including the types of information we receive and collect and how we use and share this information .",,,,,
14323,0,0,0,0,0,0,1,0,0,Masquerade,72,1,"you agree to our data practices , including the collection , use , processing , and sharing of your information as described in our privacy policy , as well as the transfer and processing of your information to the united states and other countries globally where we have or use facilities , service providers , or partners , regardless of where you use our services .",,,,,
14324,0,0,0,0,0,0,0,0,0,Masquerade,72,0,"you acknowledge that the laws , regulations , and standards of the country in which your information is stored or processed may be different from those of your own country .",,,,,
14325,0,0,0,0,0,0,0,0,0,Masquerade,72,0,you may only use our services in accordance with our terms -lrb- including any supplemental terms -rrb- and policies -lrb- our `` terms and policies '' -rrb- .,,,,,
14326,0,0,0,0,0,0,0,0,0,Masquerade,72,0,"if we disable your account for a violation of our terms and policies , you agree that you will not create another account without our permission .",,,,,
14327,0,0,0,0,0,0,0,0,0,Masquerade,72,0,"you may only access and use our services for lawful , authorized , and acceptable purposes .",,,,,
14328,0,0,0,0,0,0,0,0,0,Masquerade,72,0,"you will not access or use -lrb- or assist others to access or use -rrb- our services in ways that : -lrb- a -rrb- violate , misappropriate , or infringe the rights of masquerade , our users , or others , including privacy , publicity , intellectual property , or other proprietary rights ; -lrb- b -rrb- are illegal , obscene , defamatory , threatening , intimidating , harassing , hateful , racially or ethnically offensive , or instigate or encourage conduct that would be illegal , or otherwise inappropriate , including promoting violent crimes ; -lrb- c -rrb- violate masquerade 's terms and policies , or facebook 's community standards ; -lrb- d -rrb- involve publishing falsehoods , misrepresentations , or misleading statements ; -lrb- e -rrb- impersonate someone ; -lrb- f -rrb- involve sending illegal or impermissible communications such as spam , bulk messaging , auto-messaging , auto-dialing , other unsolicited advertising or messages , and the like ; or -lrb- g -rrb- involve any non-personal use of our services not otherwise authorized by us .",,,,,
14329,0,0,0,0,0,0,0,0,0,Masquerade,72,0,"`` content '' means any information , images , photos , videos , masks , communications , or other content .",,,,,
14330,0,0,0,0,0,0,0,0,0,Masquerade,72,0,"masquerade does not endorse or make any representations or warranties about , and has no obligation to review , screen , or otherwise control , content connected with the services .",,,,,
14331,0,0,1,0,0,0,0,0,0,Masquerade,72,1,"masquerade may remove any content from the services at our discretion , including if we believe it violates our terms and policies .",,,,,"[2, 4]"
14332,0,0,0,0,0,0,0,0,0,Masquerade,72,0,"you are responsible for any content that you `` make available '' , which includes providing , sharing , otherwise making available to masquerade or in connection with our services via any mechanism -lrb- `` your content '' -rrb- .",,,,,
14333,0,0,0,0,0,0,0,0,0,Masquerade,72,0,your content does not include any content owned by masquerade or third parties .,,,,,
14334,0,0,0,0,0,0,0,0,0,Masquerade,72,0,"also , your content must not include content that is illegal , obscene , defamatory , threatening , intimidating , harassing , hateful , racially or ethnically offensive , libelous , invasive of another 's privacy , bigoted , inflammatory , vulgar , sexually explicit , pornographic , violent , discriminatory , or harmful to minors in any way , that would instigate or encourage conduct that would be illegal , or otherwise inappropriate , including promoting violent crimes or that violate facebook 's community standards or masquerade 's terms and policies .",,,,,
14335,0,0,0,0,0,0,0,0,0,Masquerade,72,0,harm to masquerade or others .,,,,,
14336,0,0,0,0,0,0,0,0,0,Masquerade,72,0,"you must not -lrb- or assist others to -rrb- access , use , copy , adapt , modify , prepare derivative works based upon , distribute , license , sublicense , transfer , display , perform , or otherwise exploit our services -lrb- or systems -rrb- in impermissible or unauthorized manners , or in ways that burden , impair , or harm us , our services , systems , our users , or others , including that you must not directly or through automated means : -lrb- a -rrb- reverse engineer , decompile , or extract code from our services ; -lrb- b -rrb- send , store , or transmit viruses or other harmful computer code through or onto our services -lrb- or systems -rrb- ; -lrb- c -rrb- interfere with or disrupt the integrity or performance of our services -lrb- or systems -rrb- ; -lrb- d -rrb- create accounts for our services through unauthorized or automated means ; -lrb- e -rrb- collect the information of or about our users in any impermissible or unauthorized manner ; or -lrb- f -rrb- intimidate , harass , interfere with , negatively affect or inhibit another user 's use and enjoyment of the services .",,,,,
14337,0,0,0,0,0,0,0,0,0,Masquerade,72,0,"you are responsible for the use of your account , and for keeping your device , account and any related passwords secure .",,,,,
14338,0,0,0,0,0,0,0,0,0,Masquerade,72,0,please notify us of any unauthorized use or breach of your account or our services at https://www.facebook.com/whitehat .,,,,,
14339,0,0,0,0,0,0,0,0,0,Masquerade,72,0,"our services may allow you to access , use or interact with websites , apps , content or other products and services provided by facebook and other facebook affiliates -lrb- collectively `` facebook companies '' -rrb- , or third parties -lrb- `` third-party services '' -rrb- .",,,,,
14340,0,0,0,0,0,0,0,0,0,Masquerade,72,0,the facebook companies and third-party services ' terms and privacy policies will govern your use of such services .,,,,,
14341,0,0,0,0,0,0,0,0,0,Masquerade,72,0,"for example , you may choose to share photos or other content from our services to your facebook account and facebook audiences you choose , and then facebook 's statement of rights and responsibility and data policy will apply to your use of the facebook service as well as the content once it is shared to the facebook service .",,,,,
14342,0,0,0,0,0,0,0,0,0,Masquerade,72,0,"please note that when you access facebook companies and third-party services through our services , masquerade is not responsible for those third-party services and masquerade does not endorse or make any representations or warranties about those facebook companies or third-party services .",,,,,
14343,0,0,0,0,0,0,0,0,0,Masquerade,72,0,the services contain content owned or licensed by masquerade from third parties -lrb- `` masquerade content '' -rrb- .,,,,,
14344,0,0,0,0,0,0,0,0,0,Masquerade,72,0,"as between you and masquerade , masquerade owns and retains all copyrights , trademarks , domains , trade secrets , patents , and other intellectual property rights in and to our services , including the masquerade content .",,,,,
14345,0,0,0,0,0,0,0,0,0,Masquerade,72,0,"as defined above in section 3 , `` content '' means any information , images , photos , videos , masks , communications , or other content .",,,,,
14346,0,0,0,0,0,0,0,0,0,Masquerade,72,0,"`` your content '' means any content that you `` make available '' , which includes providing , sharing , otherwise making available to masquerade or in connection with our services via any mechanism .",,,,,
14347,0,0,0,0,0,0,0,0,0,Masquerade,72,0,"you own your content , which includes the photos or videos that you share in connection with our app and your mask content that you make available in accordance with our mask provider terms , which are incorporated into these terms by this reference .",,,,,
14348,0,0,0,0,0,0,0,0,0,Masquerade,72,0,your content does not include masquerade content .,,,,,
14349,0,0,0,0,0,0,0,0,0,Masquerade,72,0,"when you make your content available to masquerade or in connection with the services , you represent and warrant that : -lrb- a -rrb- you own your content or otherwise have the right to grant the licenses to use your content as set forth in these terms , -lrb- b -rrb- the use of your content as set forth in these terms does not violate , misappropriate or infringe on the rights of any third party , including , privacy rights , publicity rights , copyrights , trademark or other intellectual property or proprietary rights , and -lrb- c -rrb- you agree to pay for all royalties , fees , and any other monies owed by reason of use of your content as set forth in these terms .",,,,,
14350,0,0,0,0,0,0,0,0,0,Masquerade,72,0,masquerade 's license to you .,,,,,
14351,0,0,0,0,0,0,0,0,0,Masquerade,72,0,"we grant you a personal , limited , revocable , non-exclusive , non-sublicensable , and non-transferable license to access and use our services , including to use masks provided via the services , subject to and in accordance with our terms and policies .",,,,,
14352,0,0,0,0,0,0,0,0,0,Masquerade,72,0,"we also grant you a license -lrb- solely with respect to the masks contained with your implementation -rrb- , with the right to sublicense , to download , use , reproduce , modify , create derivative works of , distribute , publicly display or publicly perform your implementation , including in connection with our services or any facebook companies or third-party services .",,,,,
14353,0,0,0,0,0,0,0,0,0,Masquerade,72,0,"except as expressly set forth above , no licenses or rights are granted to you by implication or otherwise .",,,,,
14354,0,0,0,0,0,0,0,0,0,Masquerade,72,0,"you hereby grant to masquerade , facebook , and our other affiliates a worldwide , irrevocable , perpetual , royalty-free , fully paid , sub-licensable , transferable license to use , reproduce , modify , make derivative works of , distribute , publicly display or perform your content in connection with the services , including our services ' integrations with facebook companies or third-party services , or otherwise with your consent .",,,,,
14355,0,0,0,0,0,0,0,0,0,Masquerade,72,0,masquerade respects the intellectual property rights of others and we expect our users to do the same .,,,,,
14356,0,0,0,0,0,0,0,1,0,Masquerade,72,1,we may terminate your account if you repeatedly infringe the intellectual property rights of others .,[4],,,,
14357,0,0,0,0,0,0,0,0,0,Masquerade,72,0,"to report claims of third-party copyright , trademark , or other intellectual property infringement , please email an intellectual property report to us at ip@msqrd.me or to our designated agent :",,,,,
14358,0,0,0,0,0,0,0,0,0,Masquerade,72,0,your use of the services is at your own risk .,,,,,
14359,0,0,0,0,0,0,0,0,0,Masquerade,72,0,"we are providing our services on an `` as is '' basis without any express or implied warranties , including , but not limited to , and we exprsssly disclaim , any warranties of merchantability , fitness for a particular purpose , title , non-infringement , and freedom from computer virus or other harmful code .",,,,,
14360,0,0,0,0,0,0,0,0,0,Masquerade,72,0,"we do not warrant that any information provided by us is accurate , complete , or useful , that our services will be operational , error free , secure , or safe , or that our services will function without disruptions , delays , or imperfections .",,,,,
14361,0,0,0,0,0,0,0,0,0,Masquerade,72,0,"we do not control , and are not responsible for , controlling how or when our users use our services or the features , services , and interfaces our services provide .",,,,,
14362,0,0,0,0,0,0,0,0,0,Masquerade,72,0,we are not responsible for and are not obligated to control the actions or information -lrb- including content -rrb- of our users or other third parties .,,,,,
14363,0,0,0,0,0,0,0,0,0,Masquerade,72,0,"some jurisdictions may not allow certain limitation on or exclusion of implied warranties , so some of the above limitation or exclusions may not apply in full to you .",,,,,
14364,0,0,0,0,0,0,0,0,0,Masquerade,72,0,"you release us , our affiliates , and our and their directors , officers , employees , partners , agents , successors and assigns -lrb- together , the `` masquerade parties '' -rrb- from any claim , complaint , cause of action , controversy , or dispute -lrb- together , `` claim '' -rrb- and damages , known and unknown , relating to , arising out of , or in any way connected with any such claim you have against any of our users or other third parties .",,,,,
14365,0,0,0,0,0,0,0,0,0,Masquerade,72,0,"you waive any rights you may have under california civil code § 1542 , or any other similar applicable statute or law of any other jurisdiction , which says that : a general release does not extend to claims which the creditor does not know or suspect to exist in his or her favor at the time of executing the release , which if known by him or her must have materially affected his or her settlement with the debtor .",,,,,
14366,0,0,0,0,0,1,0,0,0,Masquerade,72,1,"the masquerade parties will not be liable for any lost profits or indirect , special , incidental , consequential , exemplary , or punitive damages relating to , arising out of , or in any way in connection with these terms and policies , us , our services , or any content even if the masquerade parties have been advised of the possibility of such damages .",,"[3, 16, 11, 14]",,,
14367,0,0,0,0,0,1,0,0,0,Masquerade,72,1,"our aggregate liability relating to , arising out of , or in any way in connection with masquerade 's terms and policies , us , our services , or any content will not exceed the greater of one hundred dollars -lrb- $ 100 -rrb- or the amount you have paid masquerade in the past twelve months .",,[4],,,
14368,0,0,0,0,0,1,0,0,0,Masquerade,72,1,the foregoing disclaimer of certain damages and limitation of liability will apply to the maximum extent permitted by applicable law .,,[0],,,
14369,0,0,0,0,0,0,0,0,0,Masquerade,72,0,"the laws of some states or jurisdictions may not allow the exclusion or limitation of certain damages , so some or all of the exclusions and limitations set forth above may not apply to you .",,,,,
14370,0,0,0,0,0,1,0,0,0,Masquerade,72,1,"notwithstanding anything to the contrary in our terms , in such cases , the liability of the masquerade parties will be limited to the fullest extent permitted by applicable law .",,[0],,,
14371,0,0,0,0,0,0,0,0,0,Masquerade,72,0,"you agree to defend at our option , indemnify and hold harmless the masquerade parties from and against all liabilities , claims , damages , losses and expenses of any kind -lrb- including reasonable legal fees and costs -rrb- relating to , arising out of , or in any way in connection with any of the following : -lrb- a -rrb- your access to or , use of , or inability to use the services , including information provided in connection therewith ; -lrb- b -rrb- your breach or alleged breach of our terms and policies ; -lrb- c -rrb- any misrepresentation made by you ; or -lrb- d -rrb- your content .",,,,,
14372,0,1,0,0,0,0,0,0,0,Masquerade,72,1,we may amend these terms .,,,,[0],
14373,0,0,0,0,0,0,0,0,0,Masquerade,72,0,"we will provide you notice of amendments to our terms , as appropriate , and update the `` effective date '' at the top of our terms .",,,,,
14374,0,0,0,0,0,0,0,0,1,Masquerade,72,1,"your continued use of our services following such amendment confirms your acceptance of our terms , as amended .",,,,,
14375,0,0,0,0,0,0,0,0,0,Masquerade,72,0,"if you do not agree to our terms , as amended , you must stop using our services .",,,,,
14376,0,0,0,0,0,0,0,0,0,Masquerade,72,0,please review our terms from time to time .,,,,,
14377,0,0,0,0,0,0,0,1,0,Masquerade,72,1,"we may suspend , or terminate your access to or use of our services anytime for any reason , such as if you violate the letter or spirit of our terms and polices , or create harm , risk , or possible legal exposure for us , our users , or others .","[23, 1, 25, 0]",,,,
14378,0,0,0,0,0,0,0,0,0,Masquerade,72,0,"the following provisions will survive any termination of your relationship with masquerade : `` licenses , '' `` disclaimers , '' `` limitation of liability , '' `` indemnification , '' `` termination and survival , '' `` assignability , '' `` other terms , '' `` dispute resolution , '' and `` special arbitration provision for the united states or canada users . ''",,,,,
14379,0,0,0,0,0,0,0,0,0,Masquerade,72,0,you will not transfer any of your rights or obligations under our terms to anyone else without our prior written consent .,,,,,
14380,0,0,0,0,0,0,0,0,0,Masquerade,72,0,"all of our rights and obligations under our terms are freely assignable by us to any of our affiliates or in connection with a merger , acquisition , restructuring , or sale of assets , or by operation of law or otherwise , and we may transfer your information to any of our affiliates , successor entities , or new owner .",,,,,
14381,0,0,0,0,0,0,0,0,0,Masquerade,72,0,our services are not intended for distribution to or use in any country where such distribution or use would violate local law or would subject us to any regulations in another country .,,,,,
14382,0,0,0,0,0,0,0,0,0,Masquerade,72,0,we reserve the right to limit our services in any country .,,,,,
14383,0,0,0,0,0,0,0,0,0,Masquerade,72,0,you will comply with all applicable u.s. and non-u.s. export control and trade sanctions laws -lrb- `` export laws '' -rrb- .,,,,,
14384,0,0,0,0,0,0,0,0,0,Masquerade,72,0,"you will not , directly or indirectly , export , re-export , provide , or otherwise transfer our services : -lrb- a -rrb- to any individual , entity , or country prohibited by export laws ; -lrb- b -rrb- to anyone on u.s. or non-u.s. government restricted parties lists ; or -lrb- c -rrb- for any purpose prohibited by export laws , including nuclear , chemical , or biological weapons , or missile technology applications without the required government authorizations .",,,,,
14385,0,0,0,0,0,0,0,0,0,Masquerade,72,0,"you will not use or download our services if you are located in a restricted country , if you are currently listed on any u.s. or non-u.s. restricted parties list , or for any purpose prohibited by export laws , and you will not disguise your location through ip proxying or other methods .",,,,,
14386,0,0,0,0,0,0,0,0,0,Masquerade,72,0,our terms are written in english -lrb- u.s. -rrb- .,,,,,
14387,0,0,0,0,0,0,0,0,0,Masquerade,72,0,any translated version is provided solely for your convenience .,,,,,
14388,0,0,0,0,0,0,0,0,0,Masquerade,72,0,"to the extent any translated version of our terms conflicts with the english version , the english version controls .",,,,,
14389,0,0,0,0,0,0,0,0,0,Masquerade,72,0,"the terms `` includes '' , `` including '' , `` e.g. '' , `` for example '' , `` for instance '' , `` such as '' and other similar terms are deemed to include the term `` without limitation '' immediately thereafter and are not intended to limit .",,,,,
14390,0,0,0,0,0,0,0,0,0,Masquerade,72,0,any amendment to or waiver of our terms requires our express consent .,,,,,
14391,0,0,0,0,0,0,0,0,0,Masquerade,72,0,"if we fail to enforce any of our terms , it will not be considered a waiver .",,,,,
14392,0,0,0,0,0,0,0,0,0,Masquerade,72,0,nothing in our terms will prevent us from complying with the law .,,,,,
14393,0,0,0,0,0,0,0,0,0,Masquerade,72,0,"except as contemplated herein , our terms do not give any third-party beneficiary rights .",,,,,
14394,0,0,0,0,0,0,0,0,0,Masquerade,72,0,"if any provision of these terms is deemed unlawful , void , or for any reason unenforceable , then that provision shall be deemed severable from our terms and shall not affect the validity and enforceability of the remaining provisions , except as set forth in the `` special arbitration provision for united states or canada users '' -- `` severability '' section below .",,,,,
14395,0,0,0,0,0,0,0,0,0,Masquerade,72,0,we reserve all rights not expressly granted by us to you .,,,,,
14396,0,0,0,0,0,0,0,0,0,Masquerade,72,0,"in certain jurisdictions , you may have legal rights as a consumer , and our terms are not intended to limit such consumer legal rights that may not be waived by contract .",,,,,
14397,0,0,0,0,0,0,0,0,0,Masquerade,72,0,"we always appreciate your feedback or other suggestions about masquerade and our services , but you understand that we may use your feedback or suggestions without any obligation to compensate you for them -lrb- just as you have no obligation to offer them -rrb- .",,,,,
14398,0,0,0,0,0,0,0,0,0,Masquerade,72,0,"if you are a masquerade user located in the united states or canada , the `` special arbitration provision for the united states or canada users '' section below applies to you .",,,,,
14399,0,0,0,0,0,0,0,0,0,Masquerade,72,0,read that section carefully and completely .,,,,,
14400,0,0,0,1,0,0,0,0,0,Masquerade,72,1,"if you are not subject to that provision , you agree that you will resolve any claim you have with us relating to , arising out of , or in any way in connection with our terms and policies , us , or our services -lrb- each , a `` dispute '' and together , `` disputes '' -rrb- exclusively in the united states district court for the northern district of california or a state court located in santa clara county in california , and you agree to submit to the personal jurisdiction of such courts for the purpose of litigating all such disputes .",,,,,
14401,0,0,0,0,1,0,0,0,0,Masquerade,72,1,"the law of the state of california govern our terms and policies , as well as any disputes , whether in court or arbitration , which might arise between masquerade and you , without regard to conflict of law provisions .",,,,,
14402,0,0,0,0,0,0,0,0,0,Masquerade,72,0,special arbitration provision for the united states or canada users,,,,,
14403,0,0,0,0,0,0,0,0,0,Masquerade,72,0,please read this section carefully because it contains additional provisions applicable only to our united states and canada users .,,,,,
14404,1,0,0,0,0,0,0,0,0,Masquerade,72,1,"if you are a masquerade user located in the united states or canada , it requires you to submit to binding individual arbitration of all disputes , except for those that involve excluded disputes and except those that can be brought in small claims court .",,,"[1, 4]",,
14405,0,0,0,0,0,0,0,0,0,Masquerade,72,0,this means you are waiving your right to have such disputes resolved in court by a judge or jury .,,,,,
14406,0,0,0,0,0,0,0,0,0,Masquerade,72,0,"this section also limits the time you have to start an arbitration or , if permissible , a court action .",,,,,
14407,0,0,0,0,0,0,0,0,0,Masquerade,72,0,"finally , this section waives your right to have your dispute heard and resolved as a class action , class arbitration , or a representative action .",,,,,
