Unnamed: 0,A,CH,CR,J,LAW,LTD,PINC,TER,USE,document,document_ID,label,text,TER_targets,LTD_targets,A_targets,CH_targets,CR_targets
15184,0,0,0,0,0,0,0,0,0,Spotify,77,0,"for some trials , we 'll require you to provide your payment details to start the trial .",,,,,
15185,0,0,0,0,0,0,0,0,0,Spotify,77,0,"at the end of such trials , we may automatically start to charge you for the applicable paid subscription on the first day following the end of the trial , on a recurring monthly basis .",,,,,
15186,0,0,0,0,0,0,0,0,0,Spotify,77,0,"by providing your payment details in conjunction with the trial , you agree to this charge using such payment details .",,,,,
15187,0,0,0,0,0,0,0,0,0,Spotify,77,0,"if you do not want this charge , you must cancel the applicable paid subscription through your spotify account 's subscription page or terminate your spotify account before the end of the trial .",,,,,
15188,0,0,0,0,0,0,0,0,0,Spotify,77,0,"if you do not want to continue to be charged on a recurring monthly basis , you must cancel the applicable paid subscription through your spotify account 's subscription page or terminate your spotify account before the end of the recurring monthly period .",,,,,
15189,0,0,0,0,0,0,0,0,0,Spotify,77,0,"paid subscriptions can not be terminated before the end of the period for which you have already paid , and except as expressly provided in these terms , spotify will not refund any fees that you have already paid .",,,,,
15190,0,0,0,0,0,0,0,0,0,Spotify,77,0,the limitation section sets forth additional terms regarding cancellation of your paid subscription .,,,,,
15191,0,0,0,0,0,0,0,0,0,Spotify,77,0,the spotify service and the content are the property of spotify or spotify 's licensors .,,,,,
15192,0,0,0,0,0,0,0,0,0,Spotify,77,0,"we grant you a limited , non-exclusive , revocable licence to make use of the spotify service , and a limited , non-exclusive , revocable licence to make personal , non-commercial , entertainment use of the content -lrb- the `` licence '' -rrb- .",,,,,
15193,0,0,0,0,0,0,0,0,0,Spotify,77,0,this licence shall remain in effect until and unless terminated by you or spotify .,,,,,
15194,0,0,0,0,0,0,0,0,0,Spotify,77,0,"you promise and agree that you are using the content for your own personal , non-commercial , entertainment use and that you will not redistribute or transfer the spotify service or the content .",,,,,
15195,0,0,0,0,0,0,0,0,0,Spotify,77,0,"the spotify software applications and the content are licensed , not sold , to you , and spotify and its licensors retain ownership of all copies of the spotify software applications and content even after installation on your personal computers , mobile handsets , tablets , and/or other relevant devices -lrb- `` devices '' -rrb- .",,,,,
15196,0,0,0,0,0,0,0,0,0,Spotify,77,0,"all spotify trademarks , service marks , trade names , logos , domain names , and any other features of the spotify brand -lrb- `` spotify brand features '' -rrb- are the sole property of spotify or its licensors .",,,,,
15197,0,0,0,0,0,0,0,0,0,Spotify,77,0,the agreements do not grant you any rights to use any spotify brand features whether for commercial or non-commercial use .,,,,,
15198,0,0,0,0,0,0,0,0,0,Spotify,77,0,"you agree to abide by our user guidelines and not to use the spotify service , the content , or any part thereof in any manner not expressly permitted by the agreements .",,,,,
15199,0,0,0,0,0,0,0,0,0,Spotify,77,0,"except for the rights expressly granted to you in these agreements , spotify grants no right , title , or interest to you in the spotify service or content .",,,,,
15200,0,0,0,0,0,0,0,0,0,Spotify,77,0,"third party software -lrb- for example , open source software libraries -rrb- included in the spotify service are licensed to you either under the agreements or under the relevant third party software library 's licence terms as published in the help or settings section of our desktop and mobile client and/or on our website .",,,,,
15201,0,0,0,0,0,0,0,0,0,Spotify,77,0,"the spotify service is integrated with third party applications , websites , and services -lrb- `` third party applications '' -rrb- to make available content , products , and/or services to you .",,,,,
15202,0,0,0,0,0,0,0,0,0,Spotify,77,0,these third party applications may have their own terms and conditions of use and privacy policies and your use of these third party applications will be governed by and subject to such terms and conditions and privacy policies .,,,,,
15203,0,0,0,0,0,0,0,0,0,Spotify,77,0,"you understand and agree that spotify does not endorse and is not responsible or liable for the behavior , features , or content of any third party application or for any transaction you may enter into with the provider of any such third party applications .",,,,,
15204,0,0,0,0,0,0,0,0,0,Spotify,77,0,"spotify users may post , upload , and/or contribute -lrb- `` post '' -rrb- content to the service -lrb- which may include , for example , pictures , text , messages , information , playlist compilations , and/or other types of content -rrb- -lrb- `` user content '' -rrb- .",,,,,
15205,0,0,0,0,0,0,0,0,0,Spotify,77,0,"for the avoidance of doubt , `` user content '' includes any such content posted to the spotify support community as well as any other part of the spotify service .",,,,,
15206,0,0,0,0,0,0,0,0,0,Spotify,77,0,"you promise that , with respect to any user content you post on spotify , -lrb- 1 -rrb- you have the right to post such user content , and -lrb- 2 -rrb- such user content , or its use by spotify as contemplated by the agreements , does not violate the agreements , applicable law , or the intellectual property -lrb- including without limitation copyright -rrb- , publicity , personality , or other rights of others or imply any affiliation with or endorsement of you or your user content by spotify or any artist , band , label , entity or individual without express written consent from such individual or entity .",,,,,
15207,0,0,0,0,0,0,0,0,0,Spotify,77,0,"spotify may , but has no obligation to , monitor , review , or edit user content .",,,,,
15208,0,0,1,0,0,0,0,0,0,Spotify,77,1,"in all cases , spotify reserves the right to remove or disable access to any user content for any or no reason , including but not limited to , user content that , in spotify 's sole discretion , violates the agreements .",,,,,"[4, 2]"
15209,0,0,0,0,0,0,0,0,0,Spotify,77,0,spotify may take these actions without prior notification to you or any third party .,,,,,
15210,0,0,0,0,0,0,0,0,0,Spotify,77,0,"removal or disabling of access to user content shall be at our sole discretion , and we do not promise to remove or disable access to any specific user content .",,,,,
15211,0,0,0,0,0,0,0,0,0,Spotify,77,0,you are solely responsible for all user content that you post .,,,,,
15212,0,0,0,0,0,0,0,0,0,Spotify,77,0,spotify is not responsible for user content nor does it endorse any opinion contained in any user content .,,,,,
15213,0,0,0,0,0,0,0,0,0,Spotify,77,0,"you agree that if anyone brings a claim against spotify related to user content that you post , then , to the extent permissible under local law , you will indemnify and hold spotify harmless from and against all damages , losses , and expenses of any kind -lrb- including reasonable attorney fees and costs -rrb- arising out of such claim .",,,,,
15214,0,0,0,0,0,0,0,0,0,Spotify,77,0,"in consideration for the rights granted to you under the agreements , you grant us the right -lrb- 1 -rrb- to allow the spotify service to use the processor , bandwidth , and storage hardware on your device in order to facilitate the operation of the service , -lrb- 2 -rrb- to provide advertising and other information to you , and -lrb- 3 -rrb- to allow our business partners to do the same .",,,,,
15215,0,0,0,0,0,0,0,0,0,Spotify,77,0,"in any part of the spotify service , the content you view , including its selection and placement , may be influenced by commercial considerations , including agreements with third parties .",,,,,
15216,0,0,0,0,0,0,0,0,0,Spotify,77,0,some content licensed or provided to spotify -lrb- e.g. podcasts -rrb- may contain advertising as part of the content .,,,,,
15217,0,0,0,0,0,0,0,0,0,Spotify,77,0,"in such cases , spotify will make such content available to you unmodified .",,,,,
15218,0,0,0,0,0,0,0,0,0,Spotify,77,0,"if you provide feedback , ideas or suggestions to spotify in connection with the spotify service or content -lrb- `` feedback '' -rrb- , you acknowledge that the feedback is not confidential and you authorize spotify to use that feedback without restriction and without payment to you .",,,,,
15219,0,0,0,0,0,0,0,0,0,Spotify,77,0,feedback is considered a type of user content .,,,,,
15220,0,0,0,0,0,0,0,0,0,Spotify,77,0,"you grant spotify a non-exclusive , transferable , sub-licensable , royalty-free , perpetual -lrb- or , in jurisdictions where this is not permitted , for a term equal to the duration of the agreements plus twenty -lrb- 20 -rrb- years -rrb- , irrevocable , fully paid , worldwide licence to use , reproduce , make available to the public -lrb- e.g. perform or display -rrb- , publish , translate , modify , create derivative works from , and distribute any of your user content in connection with the service through any medium , whether alone or in combination with other content or materials , in any manner and by any means , method or technology , whether now known or hereafter created .",,,,,
15221,0,0,0,0,0,0,0,0,0,Spotify,77,0,"aside from the rights specifically granted herein , you retain ownership of all rights , including intellectual property rights , in the user content .",,,,,
15222,0,0,0,0,0,0,0,0,0,Spotify,77,0,"where applicable and permitted under applicable law , you also agree to waive any `` moral rights '' -lrb- or the equivalent under applicable law -rrb- such as your right to be identified as the author of any user content , including feedback , and your right to object to derogatory treatment of such user content .",,,,,
15223,0,0,0,0,0,0,0,0,0,Spotify,77,0,spotify respects intellectual property rights and expects you to do the same .,,,,,
15224,0,0,0,0,0,0,0,0,0,Spotify,77,0,"we 've established a few ground rules for you to follow when using the service , to make sure spotify stays enjoyable for everyone .",,,,,
15225,0,0,0,0,0,0,0,0,0,Spotify,77,0,please follow these rules and encourage other users to do the same .,,,,,
15226,0,0,0,0,0,0,0,0,0,Spotify,77,0,the following is not permitted for any reason whatsoever :,,,,,
15227,0,0,0,0,0,0,0,0,0,Spotify,77,0,"• copying , redistributing , reproducing , `` ripping '' , recording , transferring , performing or displaying to the public , broadcasting , or making available to the public any part of the spotify service or the content , or otherwise making any use of the spotify service or the content which is not expressly permitted under the agreements or applicable law or which otherwise infringes the intellectual property rights -lrb- such as copyright -rrb- in the spotify service or the content or any part of it ;",,,,,
15228,0,0,0,0,0,0,0,0,0,Spotify,77,0,• using the spotify service to import or copy any local files you do not have the legal right to import or copy in this way ;,,,,,
15229,0,0,0,0,0,0,0,0,0,Spotify,77,0,• transferring copies of cached content from an authorized device to any other device via any means ;,,,,,
15230,0,0,0,0,0,0,0,0,0,Spotify,77,0,"• reverse-engineering , decompiling , disassembling , modifying , or creating derivative works based on the spotify service , content or any part thereof unless permitted by applicable law ;",,,,,
15231,0,0,0,0,0,0,0,0,0,Spotify,77,0,"• circumventing any technology used by spotify , its licensors , or any third party to protect the content or the service ;",,,,,
15232,0,0,0,0,0,0,0,0,0,Spotify,77,0,"• selling , renting , sublicensing or leasing of any part of the spotify service or the content ;",,,,,
15233,0,0,0,0,0,0,0,0,0,Spotify,77,0,• circumventing any territorial restrictions applied by spotify or it licensors ;,,,,,
15234,0,0,0,0,0,0,0,0,0,Spotify,77,0,• artificially increasing play count or otherwise manipulating the services by using a script or other automated process ;,,,,,
15235,0,0,0,0,0,0,0,0,0,Spotify,77,0,"• removing or altering any copyright , trademark , or other intellectual property notices contained on or provided through the spotify service -lrb- including for the purpose of disguising or changing any indications of the ownership or source of any content -rrb- ;",,,,,
15236,0,0,0,0,0,0,0,0,0,Spotify,77,0,• providing your password to any other person or using any other person 's username and password ;,,,,,
15237,0,0,0,0,0,0,0,0,0,Spotify,77,0,"• `` crawling '' the spotify service or otherwise using any automated means -lrb- including bots , scrapers , and spiders -rrb- to collect information from spotify ; or",,,,,
15238,0,0,0,0,0,0,0,0,0,Spotify,77,0,"• selling a user account or playlist , or otherwise accepting any compensation , financial or otherwise , to influence the name of an account or playlist or the content included on an account or playlist .",,,,,
15239,0,0,0,0,0,0,0,0,0,Spotify,77,0,"please respect spotify , the owners of the content , and other users of the spotify service .",,,,,
15240,0,0,0,0,0,0,0,0,0,Spotify,77,0,"do n't engage in any activity , post any user content , or register and/or use a username , which is or includes material that :",,,,,
15241,0,0,0,0,0,0,0,0,0,Spotify,77,0,"• is offensive , abusive , defamatory , pornographic , threatening , or obscene ;",,,,,
15242,0,0,0,0,0,0,0,0,0,Spotify,77,0,"• is illegal , or intended to promote or commit an illegal act of any kind , including but not limited to violations of intellectual property rights , privacy rights , or proprietary rights of spotify or a third party ;",,,,,
15243,0,0,0,0,0,0,0,0,0,Spotify,77,0,• includes your password or purposely includes any other user 's password or purposely includes personal data of third parties or is intended to solicit such personal data ;,,,,,
15244,0,0,0,0,0,0,0,0,0,Spotify,77,0,"• includes malicious content such as malware , trojan horses , or viruses , or otherwise interferes with any user 's access to the service ;",,,,,
15245,0,0,0,0,0,0,0,0,0,Spotify,77,0,• is intended to or does harass or bully other users ;,,,,,
15246,0,0,0,0,0,0,0,0,0,Spotify,77,0,"• impersonates or misrepresents your affiliation with another user , person , or entity , or is otherwise fraudulent , false , deceptive , or misleading ;",,,,,
15247,0,0,0,0,0,0,0,0,0,Spotify,77,0,• uses automated means to artificially promote content ;,,,,,
15248,0,0,0,0,0,0,0,0,0,Spotify,77,0,"• involves the transmission of unsolicited mass mailings or other forms of spam -lrb- `` spam '' -rrb- , junk mail , chain letters , or similar , including through the spotify inbox ;",,,,,
15249,0,0,0,0,0,0,0,0,0,Spotify,77,0,"• involves commercial or sales activities , such as advertising , promotions , contests , sweepstakes , or pyramid schemes , that are not expressly authorized by spotify ;",,,,,
15250,0,0,0,0,0,0,0,0,0,Spotify,77,0,"• links to , references , or otherwise promotes commercial products or services , except as expressly authorized by spotify ;",,,,,
15251,0,0,0,0,0,0,0,0,0,Spotify,77,0,"• interferes with or in any way disrupts the spotify service , tampers with , breaches , or attempts to probe , scan , or test for vulnerabilities in the service or spotify 's computer systems , network , usage rules , or any of spotify 's security components , authentication measures or any other protection measures applicable to the service , the content or any part thereof ; or",,,,,
15252,0,0,0,0,0,0,0,0,0,Spotify,77,0,"• conflicts with the agreements , as determined by spotify .",,,,,
15253,0,0,0,0,0,0,0,1,0,Spotify,77,1,you acknowledge and agree that posting any such user content may result in immediate termination or suspension of your spotify account .,[10],,,,
15254,0,0,0,0,0,0,0,0,0,Spotify,77,0,you also agree that spotify may also reclaim your username for any reason .,,,,,
15255,0,0,0,0,0,0,0,0,0,Spotify,77,0,please be thoughtful about how you use the spotify service and what you share .,,,,,
15256,0,0,0,0,0,0,0,0,0,Spotify,77,0,"the spotify service includes social and interactive features , including the ability to post user content , share content , and make certain information about you public .",,,,,
15257,0,0,0,0,0,0,0,0,0,Spotify,77,0,"remember that shared or publicly available information may be used and re-shared by other users on spotify or across the web , so please use spotify carefully and be mindful of your account settings .",,,,,
15258,0,0,0,0,0,0,0,0,0,Spotify,77,0,spotify has no responsibility for your choices to post material on the service .,,,,,
15259,0,0,0,0,0,0,0,0,0,Spotify,77,0,"your password protects your user account , and you are solely responsible for keeping your password confidential and secure .",,,,,
15260,0,0,0,0,0,0,0,0,0,Spotify,77,0,you understand that you are responsible for all use of your username and password on the service .,,,,,
15261,0,0,0,0,0,0,0,0,0,Spotify,77,0,"if your username or password is lost or stolen , or if you believe there has been unauthorized access to your account by third parties , please notify us immediately and change your password as soon as possible .",,,,,
15262,0,0,0,0,0,0,0,0,0,Spotify,77,0,9 infringement and reporting user content,,,,,
15263,0,0,0,0,0,0,0,0,0,Spotify,77,0,spotify respects the rights of intellectual property owners .,,,,,
15264,0,0,0,0,0,0,0,0,0,Spotify,77,0,"if you believe that any content infringes your intellectual property rights or other rights , see spotify 's copyright policy .",,,,,
15265,0,0,0,0,0,0,0,0,0,Spotify,77,0,"if spotify is notified by a copyright holder that any content infringes a copyright , spotify may in its absolute discretion take actions without prior notification to the provider of that content .",,,,,
15266,0,0,0,0,0,0,0,0,0,Spotify,77,0,"if the provider believes that the content is not infringing , the provider may submit a counter-notification to spotify with a request to restore the removed content .",,,,,
15267,0,0,0,0,0,0,0,0,0,Spotify,77,0,"if you believe that any content does not comply with the user guidelines , please fill out our notice form .",,,,,
15268,0,0,0,0,0,0,0,0,0,Spotify,77,0,spotify will make reasonable efforts to keep the spotify service operational .,,,,,
15269,0,0,0,0,0,0,0,0,0,Spotify,77,0,"however , certain technical difficulties or maintenance may , from time to time , result in temporary interruptions .",,,,,
15270,0,1,0,0,0,1,0,1,0,Spotify,77,1,"to the extent permissible under applicable law , spotify reserves the right , periodically and at any time , to modify or discontinue , temporarily or permanently , functions and features of the spotify service , with or without notice , all without liability to you , except where prohibited by law , for any interruption , modification , or discontinuation of the spotify service or any function or feature thereof .","[2, 27]","[0, 1]",,"[0, 1]",
15271,0,0,0,0,0,0,0,0,0,Spotify,77,0,"notwithstanding the foregoing , if you have prepaid fees for paid subscriptions that spotify permanently discontinues prior to the end of the pre-paid period -lrb- defined in the payments , cancellations , and cooling off section -rrb- , spotify will refund you the prepaid fees for the pre-paid period after such discontinuation .",,,,,
15272,0,0,0,0,0,0,0,0,0,Spotify,77,0,"you understand , agree , and accept that spotify has no obligation to maintain , support , upgrade , or update the service , or to provide all or any specific content through the service .",,,,,
15273,0,0,0,0,0,0,0,0,0,Spotify,77,0,this section will be enforced to the extent permissible by applicable law .,,,,,
15274,0,1,1,0,0,0,0,0,0,Spotify,77,1,"spotify and/or the owners of any content may , from time to time , remove any such content without notice to the extent permitted by applicable law .",,,,"[0, 1]",[0]
15275,0,0,0,0,0,0,0,0,0,Spotify,77,0,"if you establish a spotify account on behalf of a company , organization , entity , or brand -lrb- a `` brand '' , and such account a `` brand account '' -rrb- , the terms `` you '' and `` your '' , as used throughout the agreements , apply to both you and the brand , as applicable .",,,,,
15276,0,0,0,0,0,0,0,0,0,Spotify,77,0,"if you open a brand account , you represent and warrant that you are authorized to grant all permissions and licences provided in the agreements and to bind the brand to the agreements .",,,,,
15277,0,0,0,0,0,0,0,0,0,Spotify,77,0,"the brand may only follow users who first follow the brand ; and the brand may not take any action that implies an endorsement or relationship between the brand and the followed user , unless the brand has independently obtained the rights to imply such an endorsement .",,,,,
15278,0,0,0,0,0,0,0,0,0,Spotify,77,0,"upon spotify 's request , in its sole discretion , a brand must cease following a user .",,,,,
15279,0,0,0,0,0,0,0,0,0,Spotify,77,0,the brand may not stream media .,,,,,
15280,0,0,0,0,0,0,0,0,0,Spotify,77,0,the brand may only send messages to users who first send messages to the brand .,,,,,
15281,0,0,0,0,0,0,0,0,0,Spotify,77,0,"the brand may not create or share any spotify playlists , whether within the spotify service or elsewhere , that imply an endorsement or relationship between the brand and any artist or any other party , unless the brand has independently obtained the rights to imply such an endorsement .",,,,,
15282,0,0,0,0,0,0,0,0,0,Spotify,77,0,brands may wish to consult spotify 's brand playlist guidelines .,,,,,
15283,0,0,0,0,0,0,0,0,0,Spotify,77,0,"the spotify support community is a place for discussions and exchange of information , tips , and other materials related to the spotify service .",,,,,
15284,0,0,0,0,0,0,0,0,0,Spotify,77,0,"in order to use the spotify support community , you must -lrb- 1 -rrb- have an existing spotify account ; and -lrb- 2 -rrb- authenticate your spotify account for use on the support community -lrb- a `` spotify support account '' -rrb- .",,,,,
15285,0,0,0,0,0,0,0,0,0,Spotify,77,0,instructions for creating a spotify support account can be found on the community registration page .,,,,,
15286,0,0,0,0,0,0,0,0,0,Spotify,77,0,"in addition to the agreements , you also agree to adhere to the spotify support community guidelines that you will be presented with upon registration -lrb- the `` support community guidelines '' -rrb- when using the spotify support community .",,,,,
15287,0,0,0,0,0,0,0,0,0,Spotify,77,0,"if you do not agree to the agreements or the support community guidelines , you may not use the spotify support community .",,,,,
15288,0,0,0,0,0,0,0,0,0,Spotify,77,0,"by creating a spotify support account , you confirm that any registration information that you submit to spotify is true , accurate , and complete and that you will update such information in order to keep it current .",,,,,
15289,0,0,0,0,0,0,0,0,0,Spotify,77,0,it is strictly prohibited to include information in your profile that suggests that you are a spotify employee or moderator or to otherwise pose as such an employee or moderator when using the spotify support community .,,,,,
15290,0,0,1,0,0,0,0,0,0,Spotify,77,1,you also acknowledge and agree that spotify may remove or reclaim your username at any time if spotify in its absolute discretion considers such action appropriate .,,,,,[2]
15291,0,0,0,0,0,0,0,0,0,Spotify,77,0,"no user content or other content posted by spotify employees , moderators and/or representatives on the spotify support community should be construed as official support provided by spotify .",,,,,
15292,0,0,0,0,0,0,0,0,0,Spotify,77,0,"for details regarding official support , see the section customer support .",,,,,
15293,0,0,0,0,0,0,0,0,0,Spotify,77,0,"any content provided or made available to you on the spotify support community by spotify employees , moderators , and/or representatives is provided on an `` as is '' basis without warranties of any kind .",,,,,
15294,0,0,0,0,0,0,0,0,0,Spotify,77,0,"you acknowledge that opinions expressed in user content on the spotify support community are those of contributors of such user content only and do not reflect the opinions or policies of spotify or any of its officers , shareholders , employees , agents , directors , subsidiaries , affiliates , suppliers , or licensors .",,,,,
15295,0,0,0,0,0,0,0,0,0,Spotify,77,0,"the spotify support community features a reward system whereby spotify , in its sole discretion , may reward users based on the amount of `` kudos '' received or quality of responses by a user .",,,,,
15296,0,0,0,0,0,0,0,0,0,Spotify,77,0,"you agree to only give kudos to other users -lrb- and not to yourself -rrb- and only when deserved , and to refrain from any attempts to manipulate the reward system , e.g. , by creating multiple accounts or artificial responses .",,,,,
15297,0,0,0,0,0,0,0,0,0,Spotify,77,0,you acknowledge that spotify 's decision in respect of any reward shall be final and binding .,,,,,
15298,0,0,0,0,0,0,0,0,0,Spotify,77,0,"for customer support with account-related and payment-related questions -lrb- `` customer support queries '' -rrb- , please submit a ticket to our customer service department using the customer service contact form on the about us section of our website .",,,,,
15299,0,0,0,0,0,0,0,0,0,Spotify,77,0,we will use reasonable endeavours to respond to all customer support queries within a reasonable time frame but we make no guarantees or warranties of any kind that any customer support queries will be responded to within any particular time frame and/or that we will be able to satisfactorily answer any such queries .,,,,,
15300,0,0,0,0,0,0,0,0,0,Spotify,77,0,"spotify 's products may be subject to u.s. export and re-export control laws and regulations or similar laws applicable in other jurisdictions , including the export administration regulations -lrb- `` ear '' -rrb- maintained by the u.s. department of commerce , trade and economic sanctions maintained by the treasury department 's office of foreign assets control -lrb- `` ofac '' -rrb- , and the international traffic in arms regulations -lrb- `` itar '' -rrb- maintained by the department of state .",,,,,
15301,0,0,0,0,0,0,0,0,0,Spotify,77,0,"you warrant that you are -lrb- 1 -rrb- not located in cuba , iran , north korea , sudan , or syria ; and -lrb- 2 -rrb- are not a denied party as specified in the regulations listed above .",,,,,
15302,0,0,0,0,0,0,0,0,0,Spotify,77,0,"you agree to comply with all applicable export and reexport control laws and regulations , including the ear , trade and economic sanctions maintained by ofac , and the itar .",,,,,
15303,0,0,0,0,0,0,0,0,0,Spotify,77,0,"specifically , you agree that you shall not -- directly or indirectly -- sell , export , reexport , transfer , divert , or otherwise dispose of any products , software , or technology -lrb- including products derived from or based on such technology -rrb- received from spotify under the agreements to any destination , entity , or person prohibited by any applicable laws or regulations of the united states or any other jurisdiction without obtaining prior authorization from the competent government authorities as required by those laws and regulations .",,,,,
15304,0,0,0,0,0,0,0,0,0,Spotify,77,0,this export control clause shall survive termination or cancellation of the agreements .,,,,,
15305,0,0,0,0,0,0,0,0,0,Spotify,77,0,"15 payments , cancellations , and cooling off",,,,,
15306,0,0,0,0,0,0,0,0,0,Spotify,77,0,"paid subscriptions can be purchased directly from spotify or through a third party , such as a telephone company , either by -lrb- 1 -rrb- paying a monthly subscription fee ; or -lrb- 2 -rrb- pre-payment giving you access to the spotify service for a specific time period -lrb- `` pre-paid period '' -rrb- .",,,,,
15307,0,0,0,0,0,0,0,0,0,Spotify,77,0,"if you have purchased a paid subscription using a code , your paid subscription will automatically terminate at the end of the pre-paid period , or when there is an insufficient pre-paid balance to pay for the service .",,,,,
15308,0,0,0,0,0,0,0,0,0,Spotify,77,0,"when you register for a paid subscription , trial , or code online , you consent to get access to spotify premium immediately .",,,,,
15309,0,0,0,0,0,0,0,0,0,Spotify,77,0,"if you reside outside the united states and register for a paid subscription or code online , you may change your mind for any or no reason and receive a full refund of all monies paid within fourteen -lrb- 14 -rrb- days starting from the day you sign-up for the relevant service -lrb- the `` cooling-off period '' -rrb- .",,,,,
15310,0,0,0,0,0,0,0,0,0,Spotify,77,0,"refunds will not , however , be provided if you have accessed spotify at any time during the cooling-off period .",,,,,
15311,0,0,0,0,0,0,0,0,0,Spotify,77,0,"unless your paid subscription has been purchased as a pre-paid period , your payment to spotify will automatically renew at the end of the subscription period , unless you cancel your paid subscription through your subscription page before the end of the current subscription period .",,,,,
15312,0,0,0,0,0,0,0,0,0,Spotify,77,0,"the cancellation will take effect the day after the last day of the current subscription period , and you will be downgraded to the free service .",,,,,
15313,0,0,0,0,0,0,0,0,0,Spotify,77,0,"however , if you cancel your payment or paid subscription and/or terminate any of the agreements -lrb- 1 -rrb- after you have accessed spotify during the cooling-off period , or -lrb- 2 -rrb- after the cooling-off period is over -lrb- where applicable -rrb- , or -lrb- 3 -rrb- before the end of the current subscription period , we will not refund any subscription fees already paid to us .",,,,,
15314,0,0,0,0,0,0,0,0,0,Spotify,77,0,the refund method will depend upon the payment method .,,,,,
15315,0,0,0,0,0,0,0,0,0,Spotify,77,0,"if you wish to receive a full refund of all monies paid before the cooling-off period is over , you must contact customer support .",,,,,
15316,0,0,0,0,0,0,0,0,0,Spotify,77,0,"if you have purchased your paid subscription through a third party , your subscription is also subject to the terms of your agreement with that third party -lrb- in addition to these terms -rrb- .",,,,,
15317,0,0,0,0,0,0,0,0,0,Spotify,77,0,"to cancel your subscription , you must cancel directly with that third party .",,,,,
15318,0,1,0,0,0,0,0,0,0,Spotify,77,1,"spotify may change the price for the paid subscriptions , pre-paid period -lrb- for periods not yet paid for -rrb- , or codes from time to time , and will communicate any price changes to you in advance and , if applicable , how to accept those changes .",,,,[0],
15319,0,0,0,0,0,0,0,0,0,Spotify,77,0,price changes for paid subscriptions will take effect at the start of the next subscription period following the date of the price change .,,,,,
15320,0,0,0,0,0,0,0,0,0,Spotify,77,0,"as permitted by local law , you accept the new price by continuing to use the spotify service after the price change takes effect .",,,,,
15321,0,0,0,0,0,0,0,0,0,Spotify,77,0,"if you do not agree with the price changes , you have the right to reject the change by unsubscribing from the spotify service prior to the price change going into effect .",,,,,
15322,0,0,0,0,0,0,0,0,0,Spotify,77,0,please therefore make sure you read any such notification of price changes carefully .,,,,,
15323,0,0,0,0,0,0,0,0,0,Spotify,77,0,the agreements will continue to apply to you until terminated by either you or spotify .,,,,,
15324,0,0,0,0,0,0,0,0,0,Spotify,77,0,"however , you acknowledge and agree that the perpetual licence granted by you in relation to user content , including feedback , is irrevocable and will therefore continue after expiry or termination of any of the agreements for any reason .",,,,,
15325,0,0,0,0,0,0,0,1,0,Spotify,77,1,"spotify may terminate the agreements or suspend your access to the spotify service at any time , including in the event of your actual or suspected unauthorised use of the spotify service and/or content , or non-compliance with the agreements .","[1, 0, 2]",,,,
15326,0,0,0,0,0,1,0,0,0,Spotify,77,1,"if you or spotify terminate the agreements , or if spotify suspends your access to the spotify service , you agree that spotify shall have no liability or responsibility to you and spotify will not refund any amounts that you have already paid , to the fullest extent permitted under applicable law .",,"[0, 1]",,,
15327,0,0,0,0,0,0,0,0,0,Spotify,77,0,"to learn how to terminate your spotify account , please contact us through the customer service contact form which is available on our about us page .",,,,,
15328,0,0,0,0,0,0,0,0,0,Spotify,77,0,this section will be enforced to the extent permissible by applicable law .,,,,,
15329,0,0,0,0,0,0,0,0,0,Spotify,77,0,you may terminate the agreements at any time .,,,,,
15330,0,0,0,0,0,0,0,0,0,Spotify,77,0,"sections 6 , 7 , 8 , 10 , 14 , 16 , 17 , 18 , 19 , 20 , 21 , 22 , 23 , and 24 herein , as well as any other sections of the agreements that , either explicitly or by their nature , must remain in effect even after termination of the agreements , shall survive termination .",,,,,
15331,0,0,0,0,0,0,0,0,0,Spotify,77,0,"we endeavour to provide the best service we can , but you understand and agree that the spotify service is provided `` as is '' and `` as available '' , without express or implied warranty or condition of any kind .",,,,,
15332,0,0,0,0,0,0,0,0,0,Spotify,77,0,you use the spotify service at your own risk .,,,,,
15333,0,0,0,0,0,0,0,0,0,Spotify,77,0,"to the fullest extent permitted by applicable law , spotify and all owners of the content make no representations and disclaim any warranties or conditions of satisfactory quality , merchantability , fitness for a particular purpose , or non-infringement .",,,,,
15334,0,0,0,0,0,0,0,0,0,Spotify,77,0,neither spotify nor any owner of content warrants that the spotify service is free of malware or other harmful components .,,,,,
15335,0,0,0,0,0,0,0,0,0,Spotify,77,0,"in addition , spotify makes no representation nor does it warrant , endorse , guarantee , or assume responsibility for any third party applications -lrb- or the content thereof -rrb- , user content , or any other product or service advertised or offered by a third party on or through the spotify service or any hyperlinked website , or featured in any banner or other advertising .",,,,,
15336,0,0,0,0,0,0,0,0,0,Spotify,77,0,you understand and agree that spotify is not responsible or liable for any transaction between you and third party providers of third party applications or products or services advertised on or through the spotify service .,,,,,
15337,0,0,0,0,0,0,0,0,0,Spotify,77,0,"as with any purchase of a product or service through any medium or in any environment , you should use your judgment and exercise caution where appropriate .",,,,,
15338,0,0,0,0,0,0,0,0,0,Spotify,77,0,no advice or information whether oral or in writing obtained by you from spotify shall create any warranty on behalf of spotify in this regard .,,,,,
15339,0,0,0,0,0,0,0,0,0,Spotify,77,0,some aspects of this section may not apply in some jurisdictions if prohibited by applicable law .,,,,,
